square_feet,bathrooms,bedrooms,state,pets_allowed,fee,has_photo
750.0,1.0,1.0,WA,"Cats,Dogs",No,Thumbnail
1212.0,2.0,3.0,GA,"Cats,Dogs",No,No
1025.0,2.0,2.0,MA,"Cats,Dogs",No,Yes
1075.0,2.0,3.0,CA,"Cats,Dogs",No,No
687.0,1.0,1.0,NJ,"Cats,Dogs",No,Yes
700.0,1.0,1.0,NC,"Cats,Dogs",No,Thumbnail
1152.0,2.5,2.0,CA,"Cats,Dogs",No,No
687.0,1.0,1.0,CA,"Cats,Dogs",No,Yes
1157.0,2.0,2.0,TX,"Cats,Dogs",No,Yes
739.0,1.0,1.0,MD,"Cats,Dogs",No,Yes
1882.0,3.0,3.0,NJ,"Cats,Dogs",No,Yes
672.0,1.0,1.0,WA,"Cats,Dogs",No,Thumbnail
1100.0,2.0,3.0,NC,"Cats,Dogs",No,Yes
585.0,1.0,2.0,OH,"Cats,Dogs",No,Thumbnail
715.0,1.0,1.0,NH,Cats,No,No
611.0,1.0,1.0,AZ,"Cats,Dogs",No,Yes
500.0,1.0,1.0,CA,Cats,No,Thumbnail
661.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail
1751.0,2.0,3.0,GA,"Cats,Dogs",No,Yes
650.0,1.0,1.0,GA,"Cats,Dogs",No,Yes
950.0,1.0,2.0,OH,"Cats,Dogs",No,Yes
732.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail
587.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail
2500.0,3.0,3.0,IL,Cats,No,Yes
2800.0,2.5,4.0,CA,"Cats,Dogs",No,Thumbnail
1042.0,2.0,2.0,TX,"Cats,Dogs",No,Thumbnail
650.0,1.0,1.0,VA,"Cats,Dogs",No,Thumbnail
1118.0,2.0,2.0,CA,"Cats,Dogs",No,Yes
731.0,1.0,1.0,GA,"Cats,Dogs",No,No
668.0,1.0,1.0,MN,"Cats,Dogs",No,Yes
726.0,1.0,1.0,TX,"Cats,Dogs",No,Yes
947.0,2.0,2.0,VA,"Cats,Dogs",No,Thumbnail
1097.0,2.0,2.0,AZ,"Cats,Dogs",No,Yes
1490.0,2.0,3.0,GA,"Cats,Dogs",No,Thumbnail
500.0,1.0,1.0,CO,"Cats,Dogs",No,Thumbnail
997.0,2.0,3.0,VA,"Cats,Dogs",No,Thumbnail
796.0,1.0,1.0,TN,"Cats,Dogs",No,Yes
950.0,1.0,2.0,TX,"Cats,Dogs",No,Thumbnail
1467.0,2.0,3.0,GA,"Cats,Dogs",No,No
600.0,1.0,0.0,NY,"Cats,Dogs",No,Thumbnail
988.0,2.0,2.0,TX,"Cats,Dogs",No,Yes
800.0,1.0,1.0,OH,"Cats,Dogs",No,Thumbnail
970.0,1.5,2.0,CO,"Cats,Dogs",No,No
700.0,1.0,1.0,OH,Cats,No,Thumbnail
980.0,1.0,2.0,NJ,"Cats,Dogs",No,Yes
518.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail
820.0,1.0,1.0,PA,"Cats,Dogs",No,Yes
443.0,1.0,1.0,TX,"Cats,Dogs",No,Yes
1050.0,2.0,2.0,NC,"Cats,Dogs",No,Yes
1084.0,2.0,2.0,TX,"Cats,Dogs",No,Thumbnail
1013.0,1.0,2.0,IN,"Cats,Dogs",No,Thumbnail
1199.0,2.0,2.0,MD,"Cats,Dogs",No,No
728.0,1.0,2.0,NH,"Cats,Dogs",No,Thumbnail
775.0,1.0,1.0,ND,Cats,No,Yes
725.0,1.0,1.0,FL,"Cats,Dogs",No,Yes
5700.0,5.0,5.0,FL,"Cats,Dogs",No,Thumbnail
616.0,1.0,1.0,NV,"Cats,Dogs",No,Yes
1106.0,2.0,2.0,FL,"Cats,Dogs",No,Thumbnail
573.0,1.0,2.0,WA,"Cats,Dogs",No,Yes
1069.0,2.0,2.0,NC,"Cats,Dogs",No,Yes
753.0,1.0,1.0,TX,"Cats,Dogs",No,Yes
643.0,1.0,1.0,MO,"Cats,Dogs",No,Thumbnail
1324.0,2.0,2.0,TX,"Cats,Dogs",No,Yes
640.0,1.0,1.0,CA,"Cats,Dogs",No,Thumbnail
1154.0,2.0,2.0,VA,"Cats,Dogs",No,Yes
827.0,1.0,1.0,FL,"Cats,Dogs",No,Yes
1707.0,2.0,4.0,CA,"Cats,Dogs",No,Yes
1023.0,2.0,2.0,CT,"Cats,Dogs",No,Yes
689.0,1.0,1.0,TN,"Cats,Dogs",No,Yes
806.0,1.0,1.0,VA,"Cats,Dogs",No,No
980.0,2.0,2.0,NC,"Cats,Dogs",No,Yes
1098.0,2.0,2.0,NC,"Cats,Dogs",No,Yes
946.0,1.0,1.0,IN,"Cats,Dogs",No,Yes
710.0,1.0,2.0,MD,"Cats,Dogs",No,Yes
1026.0,1.0,1.0,MA,"Cats,Dogs",No,No
816.0,1.0,1.0,NC,"Cats,Dogs",No,Yes
1200.0,1.5,3.0,NC,"Cats,Dogs",No,Yes
750.0,1.0,1.0,FL,"Cats,Dogs",No,Thumbnail
1356.0,2.0,2.0,GA,"Cats,Dogs",No,Yes
550.0,1.0,1.0,UT,"Cats,Dogs",No,Yes
1240.0,2.0,2.0,GA,"Cats,Dogs",No,Yes
480.0,1.0,2.0,ND,"Cats,Dogs",No,Yes
850.0,1.0,2.0,MO,"Cats,Dogs",No,Thumbnail
546.0,1.0,2.0,GA,"Cats,Dogs",No,Thumbnail
773.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail
940.0,1.5,2.0,CO,"Cats,Dogs",No,Yes
1908.0,2.0,3.0,TX,"Cats,Dogs",No,Yes
870.0,2.0,2.0,VA,"Cats,Dogs",No,Thumbnail
978.0,1.0,2.0,MD,"Cats,Dogs",No,Yes
1280.0,2.0,3.0,OH,"Cats,Dogs",No,Yes
633.0,1.0,1.0,NH,"Cats,Dogs",No,Thumbnail
1521.0,2.5,3.0,GA,"Cats,Dogs",No,Thumbnail
1132.0,2.0,2.0,TN,"Cats,Dogs",No,Yes
550.0,1.0,1.0,CA,Cats,No,Yes
924.0,1.5,2.0,OH,"Cats,Dogs",No,Thumbnail
696.0,1.0,1.0,CA,"Cats,Dogs",No,Yes
980.0,1.0,2.0,VA,"Cats,Dogs",No,Thumbnail
1032.0,2.0,2.0,VA,"Cats,Dogs",No,Thumbnail
685.0,1.0,1.0,TX,"Cats,Dogs",No,No
801.0,1.0,1.0,NJ,"Cats,Dogs",No,No
733.0,1.0,1.0,MA,"Cats,Dogs",No,Yes
1464.0,2.0,3.0,MA,"Cats,Dogs",No,Thumbnail
1022.0,2.0,2.0,OR,"Cats,Dogs",No,Yes
709.0,1.0,1.0,MD,"Cats,Dogs",No,Yes
932.0,2.0,2.0,CA,"Cats,Dogs",No,Thumbnail
1356.0,2.0,3.0,FL,"Cats,Dogs",No,Yes
1287.0,2.0,2.0,FL,"Cats,Dogs",No,Thumbnail
1172.0,1.0,2.0,NE,"Cats,Dogs",No,Yes
1085.0,2.0,2.0,FL,"Cats,Dogs",No,Thumbnail
888.0,1.0,2.0,OH,"Cats,Dogs",No,Thumbnail
650.0,1.0,1.0,NC,"Cats,Dogs",No,Thumbnail
1430.0,2.0,3.0,VA,"Cats,Dogs",No,Thumbnail
704.0,1.0,1.0,WA,"Cats,Dogs",No,Thumbnail
1120.0,1.0,2.0,MO,"Cats,Dogs",No,Yes
875.0,1.5,2.0,TX,"Cats,Dogs",No,Yes
972.0,2.0,2.0,NC,"Cats,Dogs",No,Thumbnail
1222.0,2.0,4.0,WA,"Cats,Dogs",No,Yes
968.0,2.0,2.0,TX,"Cats,Dogs",No,Yes
825.0,1.0,1.0,AZ,"Cats,Dogs",No,Yes
934.0,2.0,2.0,VA,"Cats,Dogs",No,Yes
1200.0,2.0,3.0,MD,"Cats,Dogs",No,Yes
680.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail
630.0,1.0,1.0,MO,"Cats,Dogs",No,Thumbnail
1208.0,2.0,2.0,AZ,"Cats,Dogs",No,Yes
1000.0,1.5,2.0,NC,"Cats,Dogs",No,Yes
672.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail
1288.0,2.0,2.0,MT,Dogs,No,Thumbnail
932.0,1.0,1.0,MD,"Cats,Dogs",No,Yes
1175.0,2.0,2.0,MD,"Cats,Dogs",No,Thumbnail
1087.0,2.0,2.0,OR,"Cats,Dogs",No,Thumbnail
1111.0,2.0,3.0,OK,"Cats,Dogs",No,Yes
1200.0,2.0,2.0,VA,"Cats,Dogs",No,Yes
1511.0,2.0,3.0,TX,"Cats,Dogs",No,Yes
962.0,2.0,2.0,AZ,"Cats,Dogs",No,Yes
604.0,1.0,1.0,FL,"Cats,Dogs",No,Yes
642.0,1.0,1.0,LA,"Cats,Dogs",No,Yes
800.0,2.0,1.0,MA,"Cats,Dogs",No,Yes
572.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail
1352.0,3.0,2.0,MD,"Cats,Dogs",No,No
1175.0,2.0,2.0,GA,"Cats,Dogs",No,Yes
970.0,2.0,2.0,CA,"Cats,Dogs",No,Thumbnail
928.0,1.0,2.0,VA,"Cats,Dogs",No,No
856.0,1.0,2.0,OH,"Cats,Dogs",No,Yes
650.0,1.0,1.0,NH,"Cats,Dogs",No,Yes
775.0,1.0,1.0,GA,"Cats,Dogs",No,Yes
932.0,1.0,1.0,AZ,"Cats,Dogs",No,Yes
2169.0,3.0,4.0,UT,Dogs,No,Thumbnail
897.0,2.0,2.0,NC,"Cats,Dogs",No,Yes
1350.0,2.0,2.0,TN,"Cats,Dogs",No,Yes
1117.0,2.0,2.0,FL,"Cats,Dogs",No,Thumbnail
700.0,1.0,2.0,TX,"Cats,Dogs",No,Thumbnail
872.0,1.0,2.0,OH,"Cats,Dogs",No,Yes
898.0,2.0,2.0,CA,"Cats,Dogs",No,Thumbnail
1148.0,2.0,2.0,TX,"Cats,Dogs",No,Yes
847.0,1.0,1.0,VA,"Cats,Dogs",No,Yes
680.0,1.0,1.0,NE,Cats,No,Thumbnail
883.0,1.0,1.0,NC,"Cats,Dogs",No,Yes
711.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail
716.0,1.0,1.0,NC,"Cats,Dogs",No,Thumbnail
1220.0,1.0,2.0,WA,"Cats,Dogs",No,Thumbnail
800.0,1.0,2.0,MD,"Cats,Dogs",No,Thumbnail
995.0,2.0,2.0,NJ,"Cats,Dogs",No,Thumbnail
820.0,1.0,2.0,UT,"Cats,Dogs",No,Yes
926.0,1.0,1.0,NC,"Cats,Dogs",No,Yes
689.0,1.0,1.0,CO,"Cats,Dogs",No,No
1133.0,2.0,2.0,MD,"Cats,Dogs",No,Yes
814.0,1.0,2.0,SC,"Cats,Dogs",No,Yes
684.0,1.0,1.0,MD,"Cats,Dogs",No,Yes
1083.0,2.0,2.0,CO,"Cats,Dogs",No,Thumbnail
1291.0,2.0,3.0,CO,Cats,No,Yes
522.0,1.0,3.0,MA,"Cats,Dogs",No,Yes
1496.0,2.0,3.0,TX,"Cats,Dogs",No,Thumbnail
1214.0,2.0,2.0,GA,"Cats,Dogs",No,Yes
857.0,2.0,2.0,CA,"Cats,Dogs",No,Yes
760.0,1.0,2.0,NV,"Cats,Dogs",No,Thumbnail
1189.0,2.0,2.0,FL,"Cats,Dogs",No,Yes
1087.0,1.0,1.0,CA,"Cats,Dogs",No,Yes
1444.0,2.5,2.0,NJ,"Cats,Dogs",No,Thumbnail
1063.0,1.5,3.0,MD,"Cats,Dogs",No,No
818.0,1.0,1.0,GA,"Cats,Dogs",No,Yes
1030.0,2.0,2.0,GA,"Cats,Dogs",No,Yes
1241.0,2.0,2.0,VA,"Cats,Dogs",No,Thumbnail
610.0,1.0,1.0,NC,"Cats,Dogs",No,Thumbnail
1173.0,2.0,2.0,GA,"Cats,Dogs",No,Yes
629.0,1.0,1.0,MA,"Cats,Dogs",No,Yes
454.0,1.0,1.0,NY,Cats,No,Thumbnail
1083.0,2.0,3.0,TX,"Cats,Dogs",No,Yes
915.0,1.0,1.0,VA,"Cats,Dogs",No,Yes
965.0,2.0,2.0,CO,"Cats,Dogs",No,Thumbnail
1750.0,2.0,2.0,CA,"Cats,Dogs",No,Yes
838.0,1.0,2.0,MD,"Cats,Dogs",No,Yes
1164.0,2.0,2.0,TX,"Cats,Dogs",No,No
1032.0,2.0,2.0,NC,"Cats,Dogs",No,Thumbnail
780.0,1.0,1.0,TX,"Cats,Dogs",No,Yes
1000.0,2.0,2.0,MI,"Cats,Dogs",No,Thumbnail
774.0,1.0,1.0,VA,"Cats,Dogs",No,Thumbnail
1426.0,2.0,2.0,TX,"Cats,Dogs",No,Yes
1198.0,2.0,2.0,NC,"Cats,Dogs",No,Thumbnail
674.0,1.0,1.0,TX,"Cats,Dogs",No,Yes
1002.0,2.0,2.0,NV,"Cats,Dogs",No,No
704.0,1.0,1.0,TX,"Cats,Dogs",No,Yes
805.0,1.0,1.0,MI,"Cats,Dogs",No,Yes
1017.0,2.0,2.0,AZ,"Cats,Dogs",No,Yes
1150.0,2.0,2.0,FL,"Cats,Dogs",No,Yes
1210.0,2.0,2.0,SC,"Cats,Dogs",No,Yes
340.0,1.0,1.0,CA,"Cats,Dogs",No,Yes
660.0,1.0,1.0,CA,"Cats,Dogs",No,Thumbnail
1296.0,2.0,2.0,SC,"Cats,Dogs",No,Yes
900.0,1.0,2.0,IL,"Cats,Dogs",No,Thumbnail
1314.0,2.0,3.0,OK,"Cats,Dogs",No,Yes
1009.0,2.0,2.0,NV,"Cats,Dogs",No,Thumbnail
1068.0,2.0,2.0,OH,"Cats,Dogs",No,Yes
843.0,1.0,1.0,NC,"Cats,Dogs",No,Yes
775.0,1.0,1.0,NH,"Cats,Dogs",No,Thumbnail
600.0,1.0,1.0,AK,"Cats,Dogs",No,Thumbnail
950.0,2.0,2.0,MD,"Cats,Dogs",No,Yes
750.0,1.0,1.0,NV,"Cats,Dogs",No,No
653.0,1.0,1.0,CA,"Cats,Dogs",No,Yes
1517.0,2.0,2.0,GA,"Cats,Dogs",No,Thumbnail
763.0,1.0,1.0,CA,"Cats,Dogs",No,Yes
750.0,1.0,2.0,VT,Cats,No,Yes
680.0,1.0,1.0,MO,"Cats,Dogs",No,Thumbnail
600.0,1.0,1.0,IL,Cats,No,Thumbnail
659.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail
1409.0,2.0,3.0,FL,"Cats,Dogs",No,Thumbnail
656.0,1.0,1.0,TX,"Cats,Dogs",No,Yes
1015.0,2.0,2.0,NC,"Cats,Dogs",No,Yes
1146.0,2.0,2.0,WA,"Cats,Dogs",No,Yes
1454.0,2.0,4.0,TX,"Cats,Dogs",No,Thumbnail
590.0,1.0,1.0,TX,"Cats,Dogs",No,Yes
980.0,2.0,2.0,CA,"Cats,Dogs",No,Thumbnail
1412.0,2.0,2.0,GA,"Cats,Dogs",No,Thumbnail
910.0,1.0,1.0,MA,"Cats,Dogs",No,Yes
998.0,2.0,2.0,CA,"Cats,Dogs",No,Yes
599.0,1.0,1.0,AZ,"Cats,Dogs",No,Thumbnail
811.0,1.0,1.0,NE,"Cats,Dogs",No,Thumbnail
764.0,1.0,1.0,VT,"Cats,Dogs",No,Yes
1180.0,2.0,2.0,FL,"Cats,Dogs",No,Thumbnail
1100.0,2.0,4.0,PA,"Cats,Dogs",No,Thumbnail
945.0,1.0,2.0,NJ,"Cats,Dogs",No,Thumbnail
1050.0,1.0,1.0,NE,"Cats,Dogs",No,Yes
594.0,1.0,1.0,NC,"Cats,Dogs",No,Thumbnail
817.0,1.0,1.0,GA,"Cats,Dogs",No,Yes
474.0,1.0,1.0,VA,"Cats,Dogs",No,Yes
900.0,2.0,2.0,CA,"Cats,Dogs",No,Thumbnail
1150.0,2.0,2.0,FL,"Cats,Dogs",No,Yes
940.0,1.0,2.0,VA,"Cats,Dogs",No,Yes
754.0,1.0,1.0,NC,"Cats,Dogs",No,Yes
1032.0,2.0,2.0,NC,"Cats,Dogs",No,Yes
786.0,1.0,1.0,AZ,"Cats,Dogs",No,Yes
1070.0,2.0,2.0,FL,"Cats,Dogs",No,Thumbnail
900.0,1.0,2.0,CO,Cats,No,Thumbnail
1704.0,2.0,3.0,NC,"Cats,Dogs",No,Thumbnail
876.0,1.0,1.0,FL,"Cats,Dogs",No,Yes
998.0,2.0,2.0,MA,"Cats,Dogs",No,Yes
1208.0,2.0,2.0,WA,"Cats,Dogs",No,Yes
474.0,1.0,3.0,AZ,"Cats,Dogs",No,Thumbnail
840.0,1.0,2.0,NH,Cats,No,Yes
800.0,1.0,2.0,NJ,"Cats,Dogs",No,No
1127.0,2.0,3.0,NC,"Cats,Dogs",No,Yes
1160.0,2.0,2.0,FL,"Cats,Dogs",No,Yes
659.0,1.0,1.0,CA,"Cats,Dogs",No,Yes
700.0,1.0,1.0,VA,"Cats,Dogs",No,Thumbnail
853.0,1.0,2.0,TX,"Cats,Dogs",No,Thumbnail
795.0,1.0,1.0,IN,"Cats,Dogs",No,Thumbnail
750.0,1.0,2.0,KS,"Cats,Dogs",No,Thumbnail
1000.0,1.0,2.0,VA,"Cats,Dogs",No,Thumbnail
904.0,2.0,2.0,NY,"Cats,Dogs",No,Yes
1326.0,2.0,2.0,SC,"Cats,Dogs",No,Yes
905.0,2.0,2.0,CA,"Cats,Dogs",No,No
1028.0,2.0,2.0,MA,"Cats,Dogs",No,No
672.0,1.0,1.0,NV,"Cats,Dogs",No,Thumbnail
1247.0,2.0,3.0,NC,"Cats,Dogs",No,Yes
790.0,1.0,1.0,NE,"Cats,Dogs",No,Thumbnail
773.0,1.0,1.0,NC,"Cats,Dogs",No,Thumbnail
884.0,1.0,1.0,GA,"Cats,Dogs",No,Yes
817.0,1.0,1.0,TN,"Cats,Dogs",No,Yes
706.0,1.0,1.0,GA,"Cats,Dogs",No,Yes
689.0,1.0,1.0,CA,"Cats,Dogs",No,Thumbnail
1025.0,2.0,2.0,AZ,"Cats,Dogs",No,Yes
1283.0,2.0,2.0,NJ,"Cats,Dogs",No,Yes
882.0,1.0,1.0,NC,"Cats,Dogs",No,Thumbnail
727.0,1.0,1.0,NC,"Cats,Dogs",No,Thumbnail
1176.0,2.0,2.0,CA,"Cats,Dogs",No,No
2055.0,3.0,3.0,VA,Cats,No,Thumbnail
708.0,1.0,1.0,TX,"Cats,Dogs",No,Yes
1260.0,2.0,2.0,NJ,Cats,No,Thumbnail
1150.0,2.0,2.0,FL,"Cats,Dogs",No,Yes
874.0,1.0,2.0,FL,"Cats,Dogs",No,Yes
807.0,1.0,1.0,MD,"Cats,Dogs",No,Thumbnail
1369.0,2.0,3.0,FL,"Cats,Dogs",No,Thumbnail
539.0,1.0,1.0,FL,"Cats,Dogs",No,Thumbnail
1457.0,2.0,2.0,WI,"Cats,Dogs",No,Thumbnail
525.0,1.0,1.0,CA,"Cats,Dogs",No,Thumbnail
700.0,1.0,1.0,VA,"Cats,Dogs",No,Thumbnail
640.0,1.0,1.0,TX,"Cats,Dogs",No,Yes
820.0,1.0,2.0,ID,"Cats,Dogs",No,Yes
1092.0,2.0,2.0,TX,"Cats,Dogs",No,Thumbnail
850.0,1.0,1.0,NC,"Cats,Dogs",No,Thumbnail
497.0,1.0,2.0,CO,"Cats,Dogs",No,Thumbnail
1240.0,2.0,2.0,FL,"Cats,Dogs",No,Yes
946.0,1.0,2.0,NJ,"Cats,Dogs",No,Yes
1161.0,2.0,2.0,CA,"Cats,Dogs",No,Yes
760.0,1.0,1.0,ND,"Cats,Dogs",No,Yes
1196.0,1.0,1.0,MD,"Cats,Dogs",No,Yes
742.0,1.0,1.0,MD,"Cats,Dogs",No,Yes
851.0,2.0,2.0,NC,"Cats,Dogs",No,Thumbnail
1035.0,2.0,2.0,VA,"Cats,Dogs",No,Thumbnail
500.0,1.0,1.0,OK,Cats,No,No
579.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail
800.0,1.0,1.0,TX,"Cats,Dogs",No,Yes
503.0,1.0,2.0,CA,"Cats,Dogs",No,Thumbnail
570.0,1.0,1.0,OH,"Cats,Dogs",No,Thumbnail
756.0,1.0,1.0,NJ,"Cats,Dogs",No,Yes
1200.0,2.0,2.0,TX,"Cats,Dogs",No,Yes
1102.0,2.0,3.0,FL,"Cats,Dogs",No,Thumbnail
736.0,1.0,1.0,NJ,"Cats,Dogs",No,Yes
546.0,1.0,1.0,AR,"Cats,Dogs",No,Thumbnail
700.0,1.0,1.0,MI,"Cats,Dogs",No,Thumbnail
1100.0,1.0,3.0,KS,"Cats,Dogs",No,No
1025.0,1.5,2.0,CA,"Cats,Dogs",No,Thumbnail
1142.0,2.0,2.0,MD,"Cats,Dogs",No,Yes
533.0,1.0,1.0,CA,Cats,No,Thumbnail
1115.0,2.0,2.0,NC,"Cats,Dogs",No,Yes
1196.0,2.0,2.0,MD,"Cats,Dogs",No,No
902.0,2.5,2.0,KY,"Cats,Dogs",No,Thumbnail
750.0,1.0,1.0,CA,"Cats,Dogs",No,Yes
1317.0,2.0,3.0,CA,Cats,No,Yes
1278.0,2.0,2.0,TX,"Cats,Dogs",No,Yes
674.0,1.0,1.0,TN,"Cats,Dogs",No,Thumbnail
740.0,1.0,1.0,MA,"Cats,Dogs",No,Thumbnail
1208.0,2.0,2.0,VA,"Cats,Dogs",No,Thumbnail
414.0,1.0,1.0,NJ,"Cats,Dogs",No,Yes
940.0,1.0,1.0,CA,"Cats,Dogs",No,Thumbnail
765.0,1.0,1.0,OH,"Cats,Dogs",No,Yes
500.0,1.0,2.0,VA,"Cats,Dogs",No,Thumbnail
1083.0,2.0,2.0,TX,"Cats,Dogs",No,Yes
507.0,1.0,1.0,CT,"Cats,Dogs",No,Thumbnail
786.0,1.0,1.0,NJ,"Cats,Dogs",No,No
916.0,1.0,2.0,WA,"Cats,Dogs",No,Yes
881.0,2.0,2.0,VA,"Cats,Dogs",No,Yes
686.0,1.0,1.0,NV,"Cats,Dogs",No,Yes
1227.0,2.0,2.0,AL,"Cats,Dogs",No,Yes
700.0,1.0,1.0,OH,"Cats,Dogs",No,Thumbnail
1171.0,2.0,2.0,MD,"Cats,Dogs",No,Yes
875.0,1.5,2.0,KS,"Cats,Dogs",No,No
893.0,1.0,1.0,MD,"Cats,Dogs",No,No
1076.0,2.0,3.0,MD,"Cats,Dogs",No,Yes
855.0,1.0,2.0,WA,"Cats,Dogs",No,No
800.0,1.0,1.0,MD,"Cats,Dogs",No,Yes
750.0,1.0,1.0,CA,"Cats,Dogs",No,Yes
1053.0,2.0,2.0,OH,"Cats,Dogs",No,Yes
833.0,1.0,2.0,NH,"Cats,Dogs",No,Thumbnail
832.0,1.0,1.0,NE,"Cats,Dogs",No,Thumbnail
525.0,1.0,1.0,OH,Cats,No,Thumbnail
697.0,1.0,1.0,CO,"Cats,Dogs",No,Thumbnail
720.0,1.0,2.0,CA,"Cats,Dogs",No,Yes
875.0,1.0,1.0,VA,"Cats,Dogs",No,Thumbnail
550.0,1.0,2.0,CA,"Cats,Dogs",No,Yes
625.0,1.0,1.0,CA,Cats,No,No
990.0,2.0,2.0,VA,"Cats,Dogs",No,Thumbnail
500.0,1.0,1.0,NE,"Cats,Dogs",No,Thumbnail
840.0,1.0,2.0,OH,"Cats,Dogs",No,Yes
1675.0,1.5,3.0,TX,"Cats,Dogs",No,Yes
1297.0,1.0,2.0,GA,"Cats,Dogs",No,Thumbnail
755.0,1.0,2.0,NC,"Cats,Dogs",No,Yes
1135.0,1.0,2.0,GA,"Cats,Dogs",No,Yes
1219.0,2.0,2.0,MD,"Cats,Dogs",No,Yes
400.0,1.0,0.0,CA,"Cats,Dogs",No,Thumbnail
750.0,2.0,2.0,CA,"Cats,Dogs",No,Yes
783.0,1.0,1.0,NY,"Cats,Dogs",No,Thumbnail
831.0,1.0,2.0,CO,"Cats,Dogs",No,Thumbnail
1199.0,2.0,2.0,VA,"Cats,Dogs",No,Thumbnail
914.0,1.0,1.0,CO,"Cats,Dogs",No,No
789.0,1.0,1.0,GA,"Cats,Dogs",No,Thumbnail
1120.0,2.0,2.0,MD,"Cats,Dogs",No,Thumbnail
447.0,1.0,1.0,CA,"Cats,Dogs",No,Thumbnail
1189.0,2.0,2.0,TX,"Cats,Dogs",No,Thumbnail
1401.0,2.0,3.0,TN,"Cats,Dogs",No,Yes
758.0,1.0,1.0,TX,"Cats,Dogs",No,Yes
2980.0,4.0,5.0,WA,"Cats,Dogs",No,Thumbnail
1200.0,2.0,2.0,GA,"Cats,Dogs",No,Thumbnail
446.0,1.0,1.0,OH,"Cats,Dogs",No,Thumbnail
1202.0,2.0,2.0,FL,"Cats,Dogs",No,Yes
550.0,1.0,1.0,MO,"Cats,Dogs",No,Thumbnail
692.0,1.0,1.0,NC,"Cats,Dogs",No,Thumbnail
987.0,2.0,2.0,LA,"Cats,Dogs",No,Thumbnail
1155.0,2.5,2.0,CA,"Cats,Dogs",No,Yes
1040.0,2.0,2.0,AR,"Cats,Dogs",No,Thumbnail
872.0,1.0,1.0,NJ,"Cats,Dogs",No,Thumbnail
940.0,2.0,2.0,NC,"Cats,Dogs",No,Yes
812.0,1.0,1.0,MA,"Cats,Dogs",No,Thumbnail
691.0,2.0,2.0,TX,"Cats,Dogs",No,Yes
1189.0,2.0,2.0,NC,"Cats,Dogs",No,Yes
1119.0,2.0,3.0,NC,"Cats,Dogs",No,Thumbnail
754.0,1.5,1.0,MD,"Cats,Dogs",No,Yes
850.0,1.0,2.0,PA,"Cats,Dogs",No,Thumbnail
560.0,1.0,1.0,NH,Cats,No,Yes
1277.0,2.0,2.0,PA,"Cats,Dogs",No,Yes
1000.0,2.0,2.0,PA,"Cats,Dogs",No,Thumbnail
502.0,1.0,1.0,OH,"Cats,Dogs",No,Thumbnail
1461.0,2.0,3.0,GA,"Cats,Dogs",No,Yes
1203.0,2.0,2.0,NC,"Cats,Dogs",No,Thumbnail
1127.0,1.0,2.0,WA,"Cats,Dogs",No,No
1168.0,2.0,2.0,NV,"Cats,Dogs",No,Yes
708.0,1.0,1.0,IN,"Cats,Dogs",No,Yes
703.0,1.0,1.0,VA,"Cats,Dogs",No,Yes
585.0,1.0,1.0,IL,"Cats,Dogs",No,Yes
560.0,1.0,2.0,WA,"Cats,Dogs",No,Yes
514.0,1.0,3.0,MA,"Cats,Dogs",No,Thumbnail
1044.0,2.0,2.0,NC,"Cats,Dogs",No,Thumbnail
728.0,1.0,1.0,CA,Cats,No,Yes
1348.0,2.0,2.0,NC,"Cats,Dogs",No,Yes
1050.0,2.0,2.0,CO,"Cats,Dogs",No,Yes
1117.0,2.0,2.0,FL,"Cats,Dogs",No,No
1098.0,2.0,2.0,VA,"Cats,Dogs",No,Yes
1134.0,2.0,2.0,GA,"Cats,Dogs",No,No
1100.0,2.0,2.0,MD,"Cats,Dogs",No,Yes
600.0,1.0,1.0,NC,"Cats,Dogs",No,Yes
626.0,1.0,1.0,CO,"Cats,Dogs",No,Yes
1417.0,2.0,3.0,GA,"Cats,Dogs",No,Yes
677.0,1.0,1.0,WA,"Cats,Dogs",No,Thumbnail
650.0,1.0,1.0,NE,"Cats,Dogs",No,Yes
671.0,1.0,1.0,NE,"Cats,Dogs",No,Thumbnail
1289.0,2.0,3.0,VA,"Cats,Dogs",No,Yes
631.0,1.0,1.0,OH,"Cats,Dogs",No,Yes
1700.0,2.0,3.0,UT,Dogs,No,Thumbnail
601.0,1.0,1.0,PA,"Cats,Dogs",No,Yes
630.0,1.0,1.0,ND,Cats,No,No
1215.0,2.0,2.0,VA,"Cats,Dogs",No,Thumbnail
735.0,1.0,2.0,VA,"Cats,Dogs",No,Thumbnail
860.0,1.0,2.0,IL,"Cats,Dogs",No,Yes
692.0,1.0,1.0,NJ,"Cats,Dogs",No,Yes
692.0,1.0,1.0,NC,"Cats,Dogs",No,No
